pubblication_date,oggetto,cig,importoAggiudicazione,vendor_code,agency_name,sceltaContraente,agency_fiscal_code,vendor_name,importoSommeLiquidate,vendor_country
2011-1,SERVIZIO DI MENSA SCOLASTICA - LOTTO 1.,0667734785,0,,COMUNE DI TRIESTE,01-PROCEDURA APERTA,00210240321,,0,
2011-1,CONVENZIONE CON L&apos;ATI IL GIRASOLE PER LA FRUIZIONE DI PRESTAZIONI PRESSO CASA ARMONICA ( LOTTO UNICO),0828087EFE,0,,COMUNE DI FIRENZE,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,01307110484,,0,
2011-1,ACQUISTO DI STRUMENTARIO PER CHIRURGIA GENERALE - DITTA JOHNSON &amp; JOHNSON MEDICAL S.P.A.,27607513CB,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,GESTIONE  DEL SERVIZIO DI ASSISTENZA DOMICILIARE,0813222405,3934060.00,,COMUNE DI NOVARA,01-PROCEDURA APERTA,00125680033,,0,
2011-1,SISTEMA ANTIDECUBITO PER PAZIENTI A MEDIO RISCHIO CON TECNOLOGIA A PRESSIONE ALTERNATA O BASSA PRESSIONE CONTINUA PIÙ GARANZIA E SANIFICAZIONE,0851618965,490000.00,,AZIENDA DI SERVIZI ALLA PERSONA ISTITUTI MILANESI MARTINI...,01-PROCEDURA APERTA,04137830966,,0,
2011-1,"SERVIZIO DI MANUTENZIONE ORDINARIA E STRAORDINARIA ELETTROPOMPE ED ALTRI MACCHINE PRESENTI SU DEPURATORI, SS FOGNATURE, IMPIANTI DI POST-TRATTAMENTO LOTTI 1-4 - DURATA UN ANNO RINNOVABILE ALLE MEDESIME CONDIZIONI PER PARI PERIODO - LOTTO 3 : COMUNI DI CAMPIGLIA M.MA, PIOMBINO, SAN VINCENZO, SUVERETO (LI)",079573012B,0,,AZIENDA SERVIZI AMBIENTALI SPA,01-PROCEDURA APERTA,01177760491,,0,
2011-1,PROVIDER SISS,25416571B5,0,,AZIENDA SANITARIA LOCALE CITTA&apos; DI MILANO,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,12319130154,,0,
2011-1,FORNITURA AUSILI E PROTESI PER INVALIDI CIVILI DITTA ORTOPEDIA VENETA,298584091B,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02576210237,,0,
2011-1,ADESIONE LOTTO 644,07289951B4,0,,AZIENDA USL DI BOLOGNA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02406911202,,0,
2011-1,"AFFIDAMENTO SERVIZIO DI PARAMETRIZZAZIONE DEI SOFTWARE, GESTIONE DEL FLUSSO INFORMATICO E ISTRUZIONE ALL&apos;USO DEL PERSONALE",0851310B39,0,,COMUNE DI CASTIGLIONE DELLA PESCAIA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00117100537,,0,
2011-1,ASSISTENZA SOFTWARE SCOLASTICO PER VARI ISTITUTI - DITTA INFOSCHOOL SRL DI BASSANO DEL GRAPPA,078931642A,0,,AMMINISTRAZIONE PROVINCIALE DI PORDENONE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00137050936,,0,
2011-1,"MANUTENZIONE IMPIANTI IDRICI, COSTRUZIONE E LAVORI DI PICCOLA EDILIZIA,",294393218A,149000.00,CVGCRL55M12F445F,MEDITERRANEA DELLE ACQUE SPA,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,01965360991,CAVAGNARO CARLO,0,ITALY
2011-1,PRESTAZIONI SPECIALISTICHE DA PRIVATO - EURO 2000 - PRIMO BIMESTRE,2985656146,0,,AZIENDA SANITARIA PROVINCIALE DI COSENZA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,02853720783,,0,
2011-1,CONTATORI GAS A PISTONI ROTANTI,0837215BA9,49834.40,03230540969,ASPEM S.P.A.,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,02480540125,ITRON ITALIA SPA,0,ITALY
2011-1,ANFASS BRONI STRADELLA ONLUS,2378477D4C,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI PAVIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01748780184,,0,
2011-1,SERVIZIO ASSISTENZA TECNICA APPARECCHIATURE RADIOLOGICHE PHILIPS,2427953A30,48508.00,00856750153,AZIENDA SANITARIA UNICA REGIONALE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02175860424,PHILIPS S.P.A.,0,ITALY
2011-1,ECONOMIA -EON MEDICAL,0795345374,0,,AZIENDA OSPEDALIERA BOLOGNINI DI SERIATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02585160167,,0,
2011-1,CANONE ANNUO NOTIZIARI ANSA,0740119D81,50345.70,00876481003,SOCIETA&apos; P.A. ESERCIZI AEROPORTUALI S.E.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00826040156,AGENZIA ANSA,0,ITALY
2011-1,"FASCICOLO 4108/10 LOTTO 2 - CAR-SERVIZI DI DIVERSA NATURA A BORDO DEL NAVIGLIO MINORE, BACINI E BARCHEPORTA",0768604016,244500.00,,ARSENALE MILITARE MARITTIMO,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,80012660736,,0,
2011-1,SERVIZIO MANUTENZIONE APPARECCHIATURE BIOMEDICALI ANNO 2011/2014 DITTA OLYMPUS,07739224A2,998084.00,10994940152,ENTE PER I SERVIZI TECNICO AMMINISTRATIVI DI AREA VASTA C...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,05577300485,OLYMPUS ITALIA S.R.L.,0,ITALY
2011-1,RETTE,11193558F5,0,,COMUNITA&apos; COMPRENSORIALE BURGRAVIATO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,82007010216,,0,
2011-1,DISPOSITIVI,27731679CB,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,RDA 20050920 CA STRUMENTI DI INDIVIDUAZIONE CAVO MT,1001536DA3,34000.00,02025350154,A2A RETI ELETTRICHE SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",12883430154,AMRA,0,ITALY
2011-1,FORNITURA DI SACCHI IN POLITENE,08361615E1,72620.00,02553810124,SOCIETA&apos; P.A. ESERCIZI AEROPORTUALI S.E.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00826040156,EUROSAC 2000 S.A.S. DI SCAFIDI GIUSEPPE E C.,0,ITALY
2011-1,SERVIZIO ASSISTENZA DOMICILIARE,091152670B,0,,COMUNE DI CALDOGNO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80007410246,,0,
2011-1,NOLEGGIO GRUPPI ELETTROGENI,2010819454,0,,SELNET GMBH,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,02689370217,,0,
2011-1,SAN LUCA SRL,24261656B0,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI MILANO 2,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,12319440157,,0,
2011-1,ATTIVITA&apos; LAVORATIVE SOCIALMENTE UTILI IN FAVORE DI ANZIANI,0755842C89,0,,COMUNE DI SAN CATALDO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00141480855,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,28665743B2,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,"N. 200.000 STRISCE REATTIVE PER LA DETERMINAZIONE DELLA GLICEMIA SU SANGUE INTERO, CAPILLARE, VENOSO ED ARTERIOSO PER USO OSPEDALIERO, PRESSO UU.OO. E PER USO PRESSO I SERVIZI ADI/RSA/RP/DISTRETTI E SERVIZI, CON UTILIZZO DEL GLUCOMETRO",07407695E9,180000.00,05688870483,AZIENDA SANITARIA UNICA REGIONALE,01-PROCEDURA APERTA,02175860424,A. MENARINI DIAGNOSTICS SRL,0,ITALY
2011-1,SERVIZIO D?INTERCONNESSIONE TRA SISTEMA PUBBLICO DI CONNETTIVITÀ - SPC E RETE NAZIONALE INTERBANCARIA ? RNI A FAVORE DELLE PUBBLICHE AMMINISTRAZIONI ADERENTI AL SISTEMA INFORMATIZZATO DEI PAGAMENTI DELLA PA CENTRALE ? SIPA,067761840F,1500000.00,10596540152,DIGITPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,97103420580,SIA SPA,0,ITALY
2011-1,RECUPERO E RISANAMENTO DELLE ABITAZIONI NEL CENTRO STORICO,3548481B25,280469.27,00156550600,COMUNE DI ARNARA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,80001610601,COSTRUZIONI TERREZZA S.R.L.,0,ITALY
2011-1,REAGANTO DIAGNOSTICI,275253146F,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,INSTALLAZIONE APPARECCHIATURE DI CONDIZIONAMENTO MUSEO MULTIMEDIALE RNO DI ONFERNO,2563602F47,0,,COMUNE DI GEMMANO PROVINCIA DI FORLI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,82005670409,,0,
2011-1,SERVIZI DI PULIZIA UFFICI COMUNALI,2982568CF6,0,,COMUNE DI GUIDONIA MONTECELIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02777620580,,0,
2011-1,MINIBUS TRASPORTO PERSONE,1945390A9A,0,,AMMINISTRAZIONE PROVINCIALE DI VICENZA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00496080243,,0,
2011-1,LOTTO 23 - 	CONNESSIONI STERILI	,0548014B72,312300.00,00367240173,AZIENDA OSPEDALIERA SPEDALI CIVILI DI BRESCIA,01-PROCEDURA APERTA,00298840174,DEFARMA SPA,0,ITALY
2011-1,S.R. N° 352,06027404C7,908395.71,,FRIULI VENEZIA GIULIA STRADE SPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01133800324,,0,
2011-1,LAVORI DI MIGLIORAMENTO E VALORIZZAZIONE AREA S.A.T. SISTEMA ALTA TUSCIA. L.R. 40/2009 ANNUALITÀ 2009.,0707975F6F,0,,AMMINISTRAZIONE PROVINCIALE DI VITERBO,02-PROCEDURA RISTRETTA,80005570561,,0,
2011-1,ATI SAN GIUSEPPE SANT&apos;ANDREA,24260908CB,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI MILANO 2,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,12319440157,,0,
2011-1,"SPAZZAMENTO  STRADALE, PULIZIA URBANA E RACCOLTA DIFFERENZIATA DEI  RIFIUTI NEL TERRITORIO COMUNALE",0881319770,0,,COMUNE DI LIONI,01-PROCEDURA APERTA,00203920640,,0,
2011-1,SERVIZIO DI PORTINERIA DIURNA PRESSO ALCUNI ALLOGGI GESTITI DALL&apos;ESU DI PADOVA,0746359AEB,118260.00,01070500283,E.S.U. DI PADOVA-AZEINDA REGIONALE PER IL DIRITTO ALLO ST...,25-AFFIDAMENTO DIRETTO A SOCIETA&apos; RAGGRUPPATE/CONSORZIATE O CONTROLLATE NELLE CONCESSIONI DI LL.PP,00815750286,COOP.SOLIDARIETA&apos; SC SOCIALE,0,ITALY
2011-1,GESTIONE E MANUTENZIONE IMPIANTI DI DEPURAZIONE E SOLLEVAMENTO,23107299E2,0,,COMUNE DI CAMPOMARINO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,82004690705,,0,
2011-1,RDA 40004275 MT CALZATURE DI SICUREZZA,076648181F,110000.00,13136630152,A2A LOGISTICA SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",03155300985,JAL GROUP ITALIA SRL,0,ITALY
2011-1,"INCARICO PER LA PROGETTAZIONE, PRELIMINARE E DEFINITIVA, DEI LAVORI DI MANUTENZIONE STRAORDINARIA E CONSOLIDAMENTO PRESSO GLI EDIFICI DENOMINATI ?COLOMBARI?, ?OSSARIO COMUNE? E ?RUPE CARACCIOLO? PRESSO IL CIMITERO VERANO E DELL?INCARICO DI COORDINATORE PER LA SICUREZZA IN FASE DI PROGETTAZIONE.",0739596DE9,55800.00,07951041008,AZIENDA MUNICIPALE AMBIENTE S.P.A. ROMA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,05445891004,SALVO LO NARDO S.R.L. CON SOCIO UNICO,0,ITALY
2011-1,COMUNITA&apos; MINORI VILLALUCE,13773522D3,0,,COMUNE DI SAN ZENONE AL LAMBRO,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,84504020151,,0,
2011-1,TURBOGENERATORI A GAS - RICAMBI - CENTRALE DI IMOLA,28811342FD,0,,HERA SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",04245520376,,0,
2011-1,FORNITURA DI PROTESI OCULISTICHE - DITTA PHARMA J,2718669C9E,0,,AZIENDA SANITARIA LOCALE BARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,06534340721,,0,
2011-1,SERVIZIO PUBBLICO LOCALE DI DISTRIBUZIONE DEL GAS NATURALE,07626330A9,0,,COMUNE DI MANFREDONIA,02-PROCEDURA RISTRETTA,83000290714,,0,
2011-1,"AFFIDAMENTO DI SERVIZI DI: A) SERVIZIO DI PULIZIA AEROMOBILI DI LINEA E CHARTER, B) SMISTAMENTO BAGAGLI IN PARTENZA E RICONSEGNA BAGAGLI IN ARRIVO, C) PRESA E CARICO DI BAGAGLI, MERCE E POSTA SULLE STIVE DI TALUNI AEROMOBILI IN PARTENZA DALL&apos;AEROPORTO DI FIRENZE, NONCHÈ DI SCARICO DI BAGAGLI, MERCE E POSTA DALLE STIVE DI TALUNI AEROMOBILI IN ARRIVO, D) SU RICHIESTA SERVIZIO DI ASSISTENZA AI MAGAZZINI LOST &amp; FOUND, SERVIZIO FACCHINAGGIO BAGAGLI PASSEGGERI AREA ARRIVI E/O PARTENZA E RACCOLTA CARRELLI BAGAGLI PASSEGGERI IN AREE ESTERNE, DA SCOLGERSI PRESSO L&apos;AEROPORTO DI FIRENZE A. VESPUCCI",073968468A,3821769.36,,AEROPORTO DI FIRENZE SPA,01-PROCEDURA APERTA,03507510489,,0,
2011-1,PRODOTTI FARMACEUTICI THALIDOMIDE CELGENE ECON.2011,3418844750,0,,AZIENDA SANITARIA UNICA REGIONALE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02175860424,,0,
2011-1,"PROROGA CONTRATTO GESTIONE, CUSTODIA E SORVEGLIANZA PARCHI COMUNALI &quot;PASTORE&quot; E &quot;EX DESENZANI&quot; - ANNO 2011",2397440E0F,0,,INDECAST S R L A SOCIO UNICO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01304660200,,0,
2011-1,VIAGGIO DI ISTRUZIONE A PRAGA,1564736CFB,0,,ISTITUTO TECNICO STATALE COMMERCIALE L. STURZO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,82002650859,,0,
2011-1,FORNITURA PROTESICA,2821078B33,0,,AZIENDA SANITARIA LOCALE CITTA&apos; DI MILANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,12319130154,,0,
2011-1,SERVIZIO DI RISTORO A MEZZO DI DISTRIBUTORI AUTOMATICI.,0785921286,2600.00,00854160942,REGIONE MOLISE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00169440708,GLOBAL SERVICE SNC,0,ITALY
2011-1,DORMITORIO E MENSA LA PIRA,3508670613,0,,COMUNE DI PRATO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,84006890481,,0,
2011-1,"SERVIZIO RICEZIONE, REGISTRAZIONE, VERIFICA CONTABILE, ELABORAZIONE DATI, ANNULLAMENTO, ARCHIVIAZIONE E SMALTIMENTO RICETTE SPEDITE DALLE FARMACIE PUBBLICHE E PRIVATE CONVENZIONATE",0685656D37,2486688.82,,AZIENDA SANITARIA PROVINCIALE DI CATANIA,01-PROCEDURA APERTA,04721260877,,0,
2011-1,FORNITURA DI DISPOSITIVI PROTESICI IMPIANTABILI - DITTA JOHNSON E JOHNSON,2718007A52,0,,AZIENDA SANITARIA LOCALE BARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,06534340721,,0,
2011-1,SUTURE,0741844D05,0,,AZIENDA SANITARIA LOCALE NAPOLI 1 CENTRO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06328131211,,0,
2011-1,FORNITURA DI EMODERIVATI,30838433BF,0,,ASL FG,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,03499370710,,0,
2011-1,FORNITURA DEL SERVIZIO DI AUTONOLEGGIO A CARATTERE CONTINUATIVO SENZA CONDUCENTE PER MESI 36 COMPRENSIVO DI MANUTENZIONE ORDINARIA E STRAORDINARIA - CONVENZIONE CONSIP - SOCIETÀ ARVAL SERVICE LEASE ITALIA S.P.A.,3330712E7A,0,,PROVINCIA REGIONALE DI MESSINA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80002760835,,0,
2011-1,SERVIZIO DI EROGAZIONE DI PRESTAZIONI DI ECOGRAFIA PRESSO I POLIAMBULATORI DI VIA BRAMANTE A TERNI E PRESSO IL PRESIDIO OSPEDALIERO DI NARNI,072057092A,124200.00,00574680559,AZIENDA UNITA&apos; SANITARIA LOCALE N. 04 TR,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00679260554,CIDAT S.R.L.,0,ITALY
2011-1,LAVORI DI SISTEMAZIONE E RIQUALIFICAZIONE DI VIA PALAGONIA. COMUNE DI BAGHERIA,0759874BD9,834560.48,,COMUNE DI BAGHERIA,01-PROCEDURA APERTA,81000170829,,0,
2011-1,ADESIONE LOTTO 757 INTERCENT-ER ASTELLAS PHARMA,0774772214,0,,AZIENDA OSPEDALIERO-UNIVERSITARIA DI FERRARA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01295950388,,0,
2011-1,SERVIZI DI MANUTENZIONE E SERVIZI DI RACCOLTA DIFFERENZIATA,3290502027,0,,PROGETTO AMBIENTE SPA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01626270597,,0,
2011-1,"CONVENZIONE CON AZZURRA SCS ONLUS QUALE CAPOGRUPPO DELL&apos;ATS CON PROGETTO A SCS  PER INTERVENTI TESI A FACILITARE I PERCORSI DI INSERIMENTO E ORIENTAMENTO NEL SETTORE SCOLASTICO DEI MINORI ROM E, PIU IN GENERALE A PREVENIRE E A CONTRASTARE FENOMENI DI EMARGINAZIONE SOCIALE E DI DISCRIMINAZIONE",07551490AB,0,,COMUNE DI MILANO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01199250158,,0,
2011-1,RISTRUTTURAZIONE PORZIONE PIAMO PRIMO AL SUD PO PROVINCIALE GROSSETO,07705451D9,0,,AZIENDA USL 9 DI GROSSETO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00315940536,,0,
2011-1,RICOVERO MINORI IN ISTITUTO CON PROVVEDIMENTO DEL TRIBUNALE,3863141CCA,0,,COMUNE DI PAVIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00296180185,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2877670866,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,PRESTAZIONI SOCIO SANITARIE INTEGRATE (TOX),28380408B0,195747.55,91002490141,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI SONDRIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00727690141,ASSOCIAZIONE &quot;LA CENTRALINA &quot; O.N.L.U.S.,0,ITALY
2011-1,LAVORI URGENTI DI MANUTENZIONE STRAORDINARIA RELATIVI ALLA TINTEGGIATURA DEGLI ATRI DI PIANO ED ALLA REALIZZAZIONE DI PARETI IN CARTONGESSO,0725411417,3608310.00,01447080761,CENTRO DI RIFERIMENTO ONCOLOGICO DI BASILICATA-ISTITUTO D...,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,93002460769,NC EDIL PITTURAZIONI,0,ITALY
2011-1,SISTEMA OTTICO PER CLINICA OTORINOLARINGOIATRA,0714842247,49625.05,01129030423,AZIENDA OSPEDALIERA DI PERUGIA SANTA MARIA DELLA MISERICO...,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02101050546,UROMED SRL,0,ITALY
2011-1,MANUTENZIONE ORDINARIA CSI BZ - OPERE DA MURATORE GARA 2,0750036548,0,,ISTITUT FUER SOZIALEN WOHNBAU DES LANDES SUEDTIROL ISTITU...,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00121630214,,0,
2011-1,"AGHI COMUNI, SIRINGHE, LANCETTE E DEFLUSSORI",0582991B61,0,,AZIENDA OSPEDALIERO UNIVERSITARIA II UNIVERSITA&apos; STUDI NA...,01-PROCEDURA APERTA,06908670638,,0,
2011-1,ASSISTENZA PROTESICA EX D.M. 322/99,29970392D2,0,,AZIENDA USL 9 DI GROSSETO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00315940536,,0,
2011-1,STAGE UNIVERSITARIO,134942900A,50000.00,80024610158,REPARTO TECNICO LOGISTICO AMMIN.VO PER ISTITUTI D&apos;ISTRUZI...,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97092690581,UNIVERSITA&apos; BOCCONI LUIGI,0,ITALY
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2866485A3E,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,INTERVENTI URGENTI DI MANUTENZIONE STRAORDINARIA STRADALE E FOGNARIA NELLE ZONA ORIENTALE DELLA CITTÀ.,07949540CB,0,,COMUNE DI SALERNO,02-PROCEDURA RISTRETTA,80000330656,,0,
2011-1,ASSISTENZA TECNICO-SISTEMISTICA,0791548611,0,,SVILUPPO BASILICATA SPA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,06285661002,,0,
2011-1,PIATTAFORMA INFORMATICA ORD.30/11,2379205612,40000.00,02799520164,PORTO ANTICO DI GENOVA SPA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,03502260106,BRAVOSOLUTION,0,ITALY
2011-1,AUSILI PER INCONTINENTI,1961733946,0,,AZIENDA SANITARIA DELLA PROVINCIA AUTONOMA DI BOLZANO SAN...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00773750211,,0,
2011-1,LOTTO 739,08145403AB,0,,AZIENDA USL DI BOLOGNA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02406911202,,0,
2011-1,BONIFICA DISCARICA ABUSIVA VIA DELLA MEZZALUNA - SMALTIMENTO,0710669E98,0,,COMUNE DI MENTANA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02447950581,,0,
2011-1,FORNITURA PRODOTTI FARMACEUTICI FARMACIA COMUNALE ANNO 2011,2131060E54,0,,COMUNE DI NEVIANO DEGLI ARDUINI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00215930348,,0,
2011-1,"LAVORI DI MANUTENZIONE PROGRAMMATA, BONIFICA, CERTIFICAZIONE PERIODICA E FORNITURA DI MATERIALI PER I POLIGONI DI TIRO IN GALLERIA, UBICATI PRESSO LA CASERMA MONTEBELLO DI MILANO E PRESSO IL COMANDO PROVINCIALE CARABINIERI DI MANTOVA",092752275C,0,,COMANDO REGIONE CARABINIERI LOMBARDIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80094490150,,0,
2011-1,"BONIFICA DALL&apos;AMIANTO DEGLI IMMOBILI DI PROPRIETÀ PUBBLICA, CON PRIORITÀ DI EDIFICI SCOLASTICI: LICEO SCIENTIFICO MARCONI DI SASSARI",05931792CB,252592.64,,AMMINISTRAZIONE PROVINCIALE DI SASSARI,01-PROCEDURA APERTA,00230190902,,0,
2011-1,FORNITURA ENERGIA ELETTRICA ANNO 2011 - ADESIONE CONVENZIONE CONSIP,0737675CA7,0,,COMUNE DI CAVA MANARA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00467120184,,0,
2011-1,FORNITURA FARMACI ANALOGHI PIRIMIDINA: GEMCITABINA,31599075BE,0,,AZIENDA OSPEDALIERA OSPEDALE DI CIRCOLO DI BUSTO ARSIZIO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02411080126,,0,
2011-1,SERVIZI DI EDITORIA ELETTRONICA,27116089B3,0,,UNIVERSITA&apos; DEGLI STUDI G. D&apos;ANNUNZIO DI CHIETI - PESCARA,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,93002750698,,0,
2011-1,FORNITURA RICAMBI PER MANUTENZIONE CENTRALI,0778712577,59090.88,00736410150,A2A LOGISTICA SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",03155300985,ABB S.P.A.,0,ITALY
2011-1,REALIZZAZIONE PARCHEGGI E MARCIAPIEDI QUARTIERE CEPRES,0713010A74,0,,COMUNE DI ELMAS,01-PROCEDURA APERTA,92027670923,,0,
2011-1,PROROGA CONTRATTO SERVIZIO RHM - PRIMO TRIMESTRE 2011,0742738EC5,412756.00,01222070557,POSTE ITALIANE SPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,97103880585,POSTELPRINT SPA,0,ITALY
2011-1,SERVIZI DI TELEFONIA,0789259520,0,,COMUNE DI VOLPIANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01573560016,,0,
2011-1,SERVIZIO MANUTENZIONE PARCHI E GIARDINI 01.01.2011 - 30.09.2011 - TADAMON,2112797F39,45000.00,01450820426,AZIENDA SANITARIA UNICA REGIONALE,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,02175860424,COOPERATIVA SOCIALE TADAMON - ONLUS,0,ITALY
